Hospital Number,State,Hospname,Wait Time,Establishment ID,Parent Id,State Average wait time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
375,QLD,MORNINGTON ISLAND HOSPITAL,,310000249,,Y,Hospital,,Lardyl Street,Mornington Island 4871,-16.665637,139.186524,Australia,Lardyl Street Mornington Island 4871 QLD Australia,4,Very remote,11,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
392,QLD,MORVEN OUTPATIENTS CLINIC,,310000921,,Y,Hospital,,45 Palm Avenue,Millaa Millaa 4886,-17.51446,145.608063,Australia,45 Palm Avenue Millaa Millaa 4886 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
357,QLD,MOSSMAN HOSPITAL,,310000224,,Y,Hospital,,9 Hospital Street,Mossman 4873,-16.4639,145.368256,Australia,9 Hospital Street Mossman 4873 QLD Australia,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
358,QLD,MOUNT GARNET OUTPATIENTS CLINIC,,310000225,,Y,Hospital,,2 Galena Street,Mount Garnet 4872,-17.6785076,145.1130733,Australia,2 Galena Street Mount Garnet 4872 QLD Australia,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
372,QLD,MOUNT ISA HOSPITAL,20,310000246,,,Hospital,,30 Camooweal Street,Mount Isa 4825,-20.723084,139.493519,Australia,30 Camooweal Street Mount Isa 4825 QLD Australia,3,Remote,86,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
310,QLD,MOUNT MORGAN HOSPITAL,,310000139,,Y,Hospital,,Black Street,Mount Morgan 4714,-23.645829,150.391843,Australia,Black Street Mount Morgan 4714 QLD Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
271,QLD,MOUNT PERRY HEALTH CENTRE,,310000073,,Y,Hospital,,150 Heussman Street,Mount Perry 4671,-25.1812741,151.6467064,Australia,150 Heussman Street Mount Perry 4671 QLD Australia,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
311,QLD,MOURA HOSPITAL,,310000140,,Y,Hospital,,14 Nott Street,Moura 4718,-24.57901,149.977698,Australia,14 Nott Street Moura 4718 QLD Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
272,QLD,MUNDUBBERA HOSPITAL,,310000074,,Y,Hospital,,96 Leichhardt Street,Mundubbera 4626,-25.587111,151.294128,Australia,96 Leichhardt Street Mundubbera 4626 QLD Australia,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
297,QLD,MUNGINDI HOSPITAL,,310000117,,Y,Hospital,,Barwon Street,Mungindi 2406,-28.977707,148.994661,Australia,Barwon Street Mungindi 2406 QLD Australia,3,Remote,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
273,QLD,MURGON HOSPITAL,,310000075,,Y,Hospital,,Coronation Drive,Murgon 4605,-26.238049,151.947373,Australia,Coronation Drive Murgon 4605 QLD Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
323,QLD,MUTTABURRA PRIMARY HEALTH CENTRE,,310000157,,Y,Hospital,,Edkins Street,Muttaburra 4732,-22.593753,144.546921,Australia,Edkins Street Muttaburra 4732 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
257,QLD,NAMBOUR HOSPITAL,19,310000049,,,Hospital,,Hospital Road,Nambour 4560,-26.622058,152.953151,Australia,Hospital Road Nambour 4560 QLD Australia,0,Major Cities,441,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
274,QLD,NANANGO HOSPITAL,,310000076,,Y,Hospital,,135 Brisbane Street,Nanango 4615,-26.66646,152.008316,Australia,135 Brisbane Street Nanango 4615 QLD Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
373,QLD,NORMANTON HOSPITAL,,310000247,,Y,Hospital,,Brown Street,Normanton 4890,-17.671507,141.080517,Australia,Brown Street Normanton 4890 QLD Australia,4,Very remote,14,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
283,QLD,OAKEY HOSPITAL,,310000099,,Y,Hospital,,Corner Beale and Fitzpatrick Streets,Oakey 4401,,,Australia,Corner Beale and Fitzpatrick Streets Oakey 4401 QLD Australia,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
380,QLD,PORMPURAAW PRIMARY HEALTH CARE CENTRE,,310000254,,Y,Hospital,,Korka Street,Pormpuraaw 4871,-14.899592,141.621991,Australia,Korka Street Pormpuraaw 4871 QLD Australia,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
239,QLD,PRINCESS ALEXANDRA HOSPITAL,10,310000011,,,Hospital,,199 Ipswich Road,Woolloongabba 4102,-27.496084,153.034923,Australia,199 Ipswich Road Woolloongabba 4102 QLD Australia,0,Major Cities,944,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
332,QLD,PROSERPINE HOSPITAL,,310000174,,Y,Hospital,,26-34 Taylor Street,Proserpine 4800,-20.399639,148.584305,Australia,26-34 Taylor Street Proserpine 4800 QLD Australia,2,Outer Regional,33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
243,QLD,QUEEN ELIZABETH II JUBILEE HOSPITAL,16,310000022,,,Hospital,,Corner of Kessels and Troughton Roads,Coopers Plains 4108,-27.5592594,153.0489655,Australia,Corner of Kessels and Troughton Roads Coopers Plains 4108 QLD Australia,0,Major Cities,165,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
298,QLD,QUILPIE HOSPITAL,,310000118,,Y,Hospital,,30 Gyrica Street,Quilpie 4480,,,Australia,30 Gyrica Street Quilpie 4480 QLD Australia,4,Very remote,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
393,QLD,RAVENSHOE OUTPATIENTS CLINIC,,310000924,,Y,Hospital,,Warrego Highway,Morven 4468,-26.411648,147.103697,Australia,Warrego Highway Morven 4468 QLD Australia,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
241,QLD,REDCLIFFE HOSPITAL,28,310000016,,,Hospital,,Anzac Avenue,Redcliffe 4020,-27.229972,153.107761,Australia,Anzac Avenue Redcliffe 4020 QLD Australia,0,Major Cities,352,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
246,QLD,REDLAND HOSPITAL,26,310000028,,,Hospital,,Weippin Street,Cleveland 4163,-27.541482,153.250821,Australia,Weippin Street Cleveland 4163 QLD Australia,0,Major Cities,151,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
374,QLD,RICHMOND HOSPITAL,,310000248,,Y,Hospital,,Gallagher Drive,Richmond 4822,-25.001621,151.93177,Australia,Gallagher Drive Richmond 4822 QLD Australia,4,Very remote,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
395,QLD,ROBINA HOSPITAL,26,310000934,,,Hospital,,313 Moun-Ding Street,Napranum 4874,-12.684401,141.888982,Australia,313 Moun-Ding Street Napranum 4874 QLD Australia,0,Major Cities,454,M,Medium public acute,Yes,Yes,Yes,No,A1,Principal referral,LG
312,QLD,ROCKHAMPTON BASE HOSPITAL,17,310000141,,,Hospital,,Canning Street,Rockhampton 4700,-23.385269,150.500171,Australia,Canning Street Rockhampton 4700 QLD Australia,1,Inner Regional,246,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
299,QLD,ROMA HOSPITAL,,310000119,,Y,Hospital,,197-234 Mcdowall Street,Roma 4455,,,Australia,197-234 Mcdowall Street Roma 4455 QLD Australia,2,Outer Regional,52,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
343,QLD,ROYAL BRISBANE & WOMEN'S HOSPITAL,14,310000201,,,Hospital,,Butterfield Street,Herston 4006,-27.444728,153.020191,Australia,Butterfield Street Herston 4006 QLD Australia,0,Major Cities,1024,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
238,QLD,ROYAL CHILDREN'S HOSPITAL,13,310000007,,,Hospital,,Herston Road,Herston 4006,-27.449736,153.026814,Australia,Herston Road Herston 4006 QLD Australia,0,Major Cities,201,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
333,QLD,SARINA HOSPITAL,,310000175,,Y,Hospital,,1 Hospital Street,Sarina 4737,,,Australia,1 Hospital Street Sarina 4737 QLD Australia,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
313,QLD,SPRINGSURE HOSPITAL,,310000142,,Y,Hospital,,Woodbine Street,Springsure 4722,-24.120066,148.085764,Australia,Woodbine Street Springsure 4722 QLD Australia,3,Remote,12,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
300,QLD,ST GEORGE HOSPITAL,,310000120,,Y,Hospital,,1 Victoria Street,St George 4487,,,Australia,1 Victoria Street St George 4487 QLD Australia,3,Remote,34,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
284,QLD,STANTHORPE HOSPITAL,,310000100,,Y,Hospital,,8 McGregor Terrace,Stanthorpe 4380,-28.66095,151.928543,Australia,8 McGregor Terrace Stanthorpe 4380 QLD Australia,2,Outer Regional,46,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
301,QLD,SURAT HOSPITAL,,310000121,,Y,Hospital,,Ivan Street,Surat 4417,,,Australia,Ivan Street Surat 4417 QLD Australia,3,Remote,7,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
324,QLD,TAMBO PRIMARY HEALTH CENTRE,,310000158,,Y,Hospital,,Garden Street,Tambo 4478,,,Australia,Garden Street Tambo 4478 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
285,QLD,TARA HOSPITAL,,310000101,,Y,Hospital,,15 Bilton Street,Tara 4421,-27.274079,150.455735,Australia,15 Bilton Street Tara 4421 QLD Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
286,QLD,TAROOM HOSPITAL,,310000102,,Y,Hospital,,Miller Street,Taroom 4420,-25.638949,149.798008,Australia,Miller Street Taroom 4420 QLD Australia,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
287,QLD,TEXAS HOSPITAL,,310000103,,Y,Hospital,,Mingoola Road,Texas 4385,-28.858034,151.178874,Australia,Mingoola Road Texas 4385 QLD Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
302,QLD,THARGOMINDAH HOSPITAL,,310000122,,Y,Hospital,,Dowling Street,Thargomindah 4492,-27.995679,143.825265,Australia,Dowling Street Thargomindah 4492 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
403,QLD,THE PARK CENTRE FOR MENTAL HEALTH,,340000751,,Y,Hospital,,Corner of Ellerton Drive and Wolston Park Road,Wacol 4076,,,Australia,Corner of Ellerton Drive and Wolston Park Road Wacol 4076 QLD Australia,0,Major Cities,176,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
237,QLD,THE PRINCE CHARLES HOSPITAL,20,310000004,,,Hospital,,Rode Road,Chermside 4032,-27.391664,153.013247,Australia,Rode Road Chermside 4032 QLD Australia,0,Major Cities,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
342,QLD,THE TOWNSVILLE HOSPITAL,16,310000200,,,Hospital,,100 Angus Smith Drive,Douglas 4814,-19.321839,146.758135,Australia,100 Angus Smith Drive Douglas 4814 QLD Australia,2,Outer Regional,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
314,QLD,THEODORE HOSPITAL,,310000143,,Y,Hospital,,The Boulevard,Theodore 4719,-24.948127,150.075444,Australia,The Boulevard Theodore 4719 QLD Australia,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
359,QLD,THURSDAY ISLAND HOSPITAL,,310000226,,Y,Hospital,,163 Douglas Street,Thursday Island 4875,-10.58798,142.211151,Australia,163 Douglas Street Thursday Island 4875 QLD Australia,4,Very remote,38,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
288,QLD,TOOWOOMBA HOSPITAL,18,310000104,,,Hospital,,Pechey Street,Toowoomba 4350,-27.570523,151.946729,Australia,Pechey Street Toowoomba 4350 QLD Australia,1,Inner Regional,305,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
360,QLD,TULLY HOSPITAL,,310000227,,Y,Hospital,,Bryant Street,Tully 4854,,,Australia,Bryant Street Tully 4854 QLD Australia,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
303,QLD,WALLUMBILLA OUTPATIENTS CLINIC,,310000123,,Y,Hospital,,Raslie Road,Wallumbilla 4428,-26.501779,149.141749,Australia,Raslie Road Wallumbilla 4428 QLD Australia,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
290,QLD,WANDOAN HOSPITAL,,310000106,,Y,Hospital,,14 Henderson Road,Wandoan 4419,-26.1187555,149.9562992,Australia,14 Henderson Road Wandoan 4419 QLD Australia,3,Remote,2,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
289,QLD,WARWICK HOSPITAL,,310000105,,Y,Hospital,,56 Locke Street,Warwick 4370,-28.22438,152.017944,Australia,56 Locke Street Warwick 4370 QLD Australia,1,Inner Regional,66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
361,QLD,WEIPA HOSPITAL,,310000228,,Y,Hospital,,Lot 407 John Evans Drive,Weipa 4874,-12.654164,141.858277,Australia,Lot 407 John Evans Drive Weipa 4874 QLD Australia,4,Very remote,14,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,SM
328,QLD,WINDORAH CLINIC,,310000162,,Y,Hospital,,Victoria Street,Windorah 4481,-25.421085,142.655706,Australia,Victoria Street Windorah 4481 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
325,QLD,WINTON HOSPITAL,,310000159,,Y,Hospital,,Bloomfield Street,Winton 4735,-27.533232,153.266585,Australia,Bloomfield Street Winton 4735 QLD Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
275,QLD,WONDAI HOSPITAL,,310000077,,Y,Hospital,,Bramston Street,Wondai 4606,-26.321374,151.878202,Australia,Bramston Street Wondai 4606 QLD Australia,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
316,QLD,WOORABINDA HOSPITAL,,310000145,,Y,Hospital,,1 Munns Drive,Woorabinda 4702,,,Australia,1 Munns Drive Woorabinda 4702 QLD Australia,3,Remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
365,QLD,WUJAL WUJAL COMMUNITY HOSPITAL,,310000232,,Y,Hospital,,100 Douglas Street,Wujal Wujal 4895,-15.945176,145.316638,Australia,100 Douglas Street Wujal Wujal 4895 QLD Australia,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
244,QLD,WYNNUM HOSPITAL,,310000024,,Y,Hospital,,Whites Road,Lota 4179,-27.469725,153.1833,Australia,Whites Road Lota 4179 QLD Australia,0,Major Cities,21,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
327,QLD,YARAKA CLINIC,,310000161,,Y,Hospital,,Jarley Street,Yaraka 4702,,,Australia,Jarley Street Yaraka 4702 QLD Australia,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
362,QLD,YARRABAH HOSPITAL,,310000229,,Y,Hospital,,1 Bukki Road,Yarrabah 4871,,,Australia,1 Bukki Road Yarrabah 4871 QLD Australia,2,Outer Regional,0,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
444,SA,Andamooka Outpost Hospital,16,41NF00046,,Y,Hospital,,,Andamooka 5722,-30.749052,137.164287,Australia, Andamooka 5722 SA Australia,4,Very remote,2,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,SP
471,SA,Angaston District Hospital,16,41WK00049,,Y,Hospital,,29 North ST,Angaston 5353,,,Australia,29 North ST Angaston 5353 SA Australia,1,Inner Regional,32,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
472,SA,Balaklava Soldier's Memorial District Hospital,16,41WK00052,,Y,Hospital,,16 War Memorial DR,Balaklava 5461,,,Australia,16 War Memorial DR Balaklava 5461 SA Australia,1,Inner Regional,31,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,SM
433,SA,Booleroo Centre District Hospital and Health Services,16,41MN00067,,Y,Hospital,,Stephens ST,Booleroo Centre 5482,,,Australia,Stephens ST Booleroo Centre 5482 SA Australia,2,Outer Regional,23,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
463,SA,Bordertown Memorial Hospital,16,41SE00070,,Y,Hospital,,23 South TCE,Bordertown 5268,-36.3127676,140.7661244,Australia,23 South TCE Bordertown 5268 SA Australia,2,Outer Regional,49,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
473,SA,Burra Hospital,16,41WK00073,,Y,Hospital,,46 Commercial ST,Burra 5417,,,Australia,46 Commercial ST Burra 5417 SA Australia,2,Outer Regional,7,VS,Very small public,Yes,No,No,No,D1,Small regional acute,SM
416,SA,Ceduna District Health Service,16,41EY00169,,Y,Hospital,,3 Eyre HWY,Ceduna 5690,-32.122916,133.697518,Australia,3 Eyre HWY Ceduna 5690 SA Australia,4,Very remote,21,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,E2,Multi-purpose services,SM
410,SA,Central Eyre Peninsula Hospital (Wudinna),16,41EY00076,,Y,Hospital,,16-24 Richards AV,Wudinna 5652,,,Australia,16-24 Richards AV Wudinna 5652 SA Australia,4,Very remote,13,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
477,SA,Central Yorke Peninsula Hospital (Maitland),16,41WK00142,,Y,Hospital,,68 Robert ST,Maitland 5573,,,Australia,68 Robert ST Maitland 5573 SA Australia,2,Outer Regional,33,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
474,SA,Clare Hospital,16,41WK00079,,Y,Hospital,,47 Farrel Flat RD,Clare 5453,,,Australia,47 Farrel Flat RD Clare 5453 SA Australia,2,Outer Regional,33,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
411,SA,Cleve District Health and Aged Care,16,41EY00082,,Y,Hospital,,North TCE,Cleve 5640,-33.699043,136.493416,Australia,North TCE Cleve 5640 SA Australia,3,Remote,20,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
445,SA,Coober Pedy Hospital & Health Services,16,41NF00085,,Y,Hospital,,Lot 89 Hospital RD,Coober Pedy 5723,,,Australia,Lot 89 Hospital RD Coober Pedy 5723 SA Australia,4,Very remote,15,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
412,SA,Cowell District Hospital,16,41EY00088,,Y,Hospital,,17 South TCE,Cowell 5602,-33.68553,136.924386,Australia,17 South TCE Cowell 5602 SA Australia,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
434,SA,Crystal Brook and District Hospital,16,41MN00091,,Y,Hospital,,Edmund TCE,Crystal Brook 5523,-33.35468,138.211187,Australia,Edmund TCE Crystal Brook 5523 SA Australia,2,Outer Regional,13,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
413,SA,Cummins and District Memorial Hospital,16,41EY00094,,Y,Hospital,,19-21 Tumby Bay RD,Cummins 5631,,,Australia,19-21 Tumby Bay RD Cummins 5631 SA Australia,3,Remote,19,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
414,SA,Elliston Hospital,16,41EY00097,,Y,Hospital,,4-6 Memorial DR,Elliston 5670,,,Australia,4-6 Memorial DR Elliston 5670 SA Australia,4,Very remote,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
475,SA,Eudunda Hospital,16,41WK00100,,Y,Hospital,,40 Ward ST,Eudunda 5374,,,Australia,40 Ward ST Eudunda 5374 SA Australia,1,Inner Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
460,SA,Flinders Medical Centre,16,41SA00005,,Y,Hospital,,Flinders DR,Bedford Park 5042,-35.024431,138.567918,Australia,Flinders DR Bedford Park 5042 SA Australia,0,Major Cities,589.5,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
470,SA,Gawler Health Service,16,41WK00020,,Y,Hospital,,21 Hutchinson RD,Gawler East 5118,-34.594101,138.7552185,Australia,21 Hutchinson RD Gawler East 5118 SA Australia,0,Major Cities,62,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
483,SA,Glenside Hospital,16,44CA00300,,Y,Hospital,,226 Fullarton RD,Glenside 5065,,,Australia,226 Fullarton RD Glenside 5065 SA Australia,0,Major Cities,125,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
420,SA,Gumeracha District Soldiers Memorial Hospital,16,41HM00106,,Y,Hospital,,2 Albert ST,Gumeracha 5233,,,Australia,2 Albert ST Gumeracha 5233 SA Australia,1,Inner Regional,17,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
404,SA,Hampstead Rehabilitation Centre,16,41CA00008,,Y,Hospital,,205 Hampstead RD,Northfield 5085,,,Australia,205 Hampstead RD Northfield 5085 SA Australia,0,Major Cities,153,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,SP
446,SA,Hawker Memorial Hospital,16,41NF00103,,Y,Hospital,,Cradock RD,Hawker 5434,,,Australia,Cradock RD Hawker 5434 SA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
435,SA,Jamestown Hospital & Health Service,16,41MN00109,,Y,Hospital,,South TCE,Jamestown 5491,,,Australia,South TCE Jamestown 5491 SA Australia,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
421,SA,Kangaroo Island Health Service,16,41HM00112,,Y,Hospital,,3 The ESP,Kingscote 5223,-35.834849,137.158599,Australia,3 The ESP Kingscote 5223 SA Australia,3,Remote,15,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
476,SA,Kapunda Hospital,16,41WK00115,,Y,Hospital,,26 Nash ST,Kapunda 5373,,,Australia,26 Nash ST Kapunda 5373 SA Australia,1,Inner Regional,27,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
422,SA,Karoonda & District Soldiers' Memorial Hospital,16,41HM00118,,Y,Hospital,,13 Stokes RD,Karoonda 5307,,,Australia,13 Stokes RD Karoonda 5307 SA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
415,SA,Kimba District Health and Aged Care,16,41EY00121,,Y,Hospital,,15 Martin TCE,Kimba 5641,-33.140953,136.411277,Australia,15 Martin TCE Kimba 5641 SA Australia,3,Remote,8,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
464,SA,Kingston Soldiers' Memorial Hospital,16,41SE00124,,Y,Hospital,,Cnr Cooke & Young ST,Kingston SE 5275,,,Australia,Cnr Cooke & Young ST Kingston SE 5275 SA Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
423,SA,Lameroo District Health Services,16,41HM00127,,Y,Hospital,,1A Vardon TCE,Lameroo 5302,-35.328058,140.517606,Australia,1A Vardon TCE Lameroo 5302 SA Australia,3,Remote,11,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
436,SA,Laura & Districts Hospital,16,41MN00130,,Y,Hospital,,33 Mill ST,Laura 5480,,,Australia,33 Mill ST Laura 5480 SA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,D2,Small non-acute,SM
447,SA,Leigh Creek Health Services,16,41NF00133,,Y,Hospital,,Black Oak DR,Leigh Creek 5731,,,Australia,Black Oak DR Leigh Creek 5731 SA Australia,4,Very remote,7,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
457,SA,Loxton Hospital Complex,16,41RI00139,,Y,Hospital,,Drabsch ST,Loxton 5333,,,Australia,Drabsch ST Loxton 5333 SA Australia,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
442,SA,Lyell McEwin Hospital,16,41NA00027,,Y,Hospital,,Haydown RD,Elizabeth Vale 5112,-34.7469597,138.6657562,Australia,Haydown RD Elizabeth Vale 5112 SA Australia,0,Major Cities,308,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
441,SA,McLaren Vale & Districts War Memorial Hospital Inc,16,41MO00036,,Y,Hospital,,Aldersley ST,McLaren Vale 5171,,,Australia,Aldersley ST McLaren Vale 5171 SA Australia,0,Major Cities,0,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
426,SA,Meningie & Districts Memorial Hospital & Health Services,16,41HM00151,,Y,Hospital,,2 South TCE,Meningie 5264,,,Australia,2 South TCE Meningie 5264 SA Australia,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
465,SA,Millicent & District Hospital & Health Services,16,41SE00154,,Y,Hospital,,Mount Gambier RD,Millicent 5280,,,Australia,Mount Gambier RD Millicent 5280 SA Australia,2,Outer Regional,30,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
443,SA,Modbury Hospital,16,41NA00030,,Y,Hospital,,41-69 Smart RD,Modbury 5092,-34.8340988,138.6898346,Australia,41-69 Smart RD Modbury 5092 SA Australia,0,Major Cities,166,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
427,SA,Mount Barker District Soldiers' Memorial Hospital,16,41HM00160,,Y,Hospital,,Wellington RD,Mount Barker 5251,-35.084662,138.871797,Australia,Wellington RD Mount Barker 5251 SA Australia,1,Inner Regional,40,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
466,SA,Mount Gambier and Districts Health Service,16,41SE00163,,Y,Hospital,,276 Wehl ST,Mount Gambier 5290,-37.805075,140.7867,Australia,276 Wehl ST Mount Gambier 5290 SA Australia,2,Outer Regional,90,M,Medium public acute,Yes,Yes,Yes,No,B2,Large regional and remote,LG
428,SA,Mount Pleasant District Hospital,16,41HM00166,,Y,Hospital,,28 Hospital RD,Mount Pleasant 5235,-34.7732493,139.0539899,Australia,28 Hospital RD Mount Pleasant 5235 SA Australia,1,Inner Regional,27,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute,SM
467,SA,Naracoorte Health Service,16,41SE00175,,Y,Hospital,,101 Jenkins TCE,Naracoorte 5271,,,Australia,101 Jenkins TCE Naracoorte 5271 SA Australia,2,Outer Regional,61,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
